fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	bagging_fraction	bagging_freq	lambda_l1	lambda_l2	min_gain_to_split	max_depth 	ganancia	iteracion
20220927 022734	binary	custom	TRUE	TRUE	FALSE	-100	31	97	TRUE	763381	0.089556394	0.445734265	1153	436	8476	0.665748464	29	0.01010077	16.26989805	0.078369826	3	26970000	89
20220927 024707	binary	custom	TRUE	TRUE	FALSE	-100	31	1679	TRUE	763381	0.005723934	0.557898625	1861	772	8076	0.855471933	487	2.917968832	78.99660354	0.075360833	1	26970000	113
20220927 032133	binary	custom	TRUE	TRUE	FALSE	-100	31	390	TRUE	763381	0.0524227	0.937570279	2588	700	8075	0.854265324	678	1.435064602	78.27564828	0.516724128	1	26890000	131
20220927 032704	binary	custom	TRUE	TRUE	FALSE	-100	31	1501	TRUE	763381	0.018361426	0.367337996	1506	637	8799	0.659274779	693	9.029119208	45.95583101	0.029101641	9	26890000	134
20220927 024125	binary	custom	TRUE	TRUE	FALSE	-100	31	671	TRUE	763381	0.023714567	0.945971954	3584	470	8832	0.86431353	460	0.199105223	55.6430846	1.333195751	3	26740000	112
20220927 031607	binary	custom	TRUE	TRUE	FALSE	-100	31	1486	TRUE	763381	0.005177405	0.55785727	1906	935	8680	0.870585764	662	0.320378772	53.55358245	0.153009184	1	26720000	124
20220927 022342	binary	custom	TRUE	TRUE	FALSE	-100	31	138	TRUE	763381	0.094499763	0.251046677	3136	598	8533	0.747374436	52	1.146710141	4.194386448	0.017559873	7	26700000	81
20220927 025417	binary	custom	TRUE	TRUE	FALSE	-100	31	2168	TRUE	763381	0.007047133	0.806725431	2379	924	9014	0.890988758	668	0.279286564	85.81197506	1.213229411	2	26700000	118
20220927 021441	binary	custom	TRUE	TRUE	FALSE	-100	31	373	TRUE	763381	0.039424704	0.412582111	2070	772	9458	0.732143795	153	0.916822496	32.2037253	0.109275204	11	26610000	67
20220927 023853	binary	custom	TRUE	TRUE	FALSE	-100	31	292	TRUE	763381	0.064622965	0.213596514	2990	366	8858	0.81286336	3	0.02759397	28.18043882	1.060710771	1	26610000	109
20220927 022703	binary	custom	TRUE	TRUE	FALSE	-100	31	241	TRUE	763381	0.069487652	0.230351039	1690	467	8546	0.836164104	201	0.866657356	20.18398197	0.220294697	8	26510000	88
20220927 024803	binary	custom	TRUE	TRUE	FALSE	-100	31	253	TRUE	763381	0.035609601	0.716384616	2907	822	8232	0.86056386	492	0.235781928	33.18609967	1.164526448	5	26500000	115
20220927 032952	binary	custom	TRUE	TRUE	FALSE	-100	31	1156	TRUE	763381	0.01385249	0.404338657	2368	929	10077	0.615359973	776	0.026065888	18.81854518	0.342208927	4	26490000	135
20220927 031847	binary	custom	TRUE	TRUE	FALSE	-100	31	441	TRUE	763381	0.03131274	0.935898042	786	694	8099	0.772322471	685	0.408243822	59.61744089	0.170459305	3	26450000	129
20220927 020345	binary	custom	TRUE	TRUE	FALSE	-100	31	1620	TRUE	763381	0.008106974	0.27467409	2396	738	8222	0.869489593	217	0.0500816	64.8608714	2.384967247	8	26440000	56
20220927 022614	binary	custom	TRUE	TRUE	FALSE	-100	31	83	TRUE	763381	0.06847503	0.20062694	2946	756	8221	0.854411462	164	0.207333975	10.81410908	0.160220351	2	26440000	87
20220927 022800	binary	custom	TRUE	TRUE	FALSE	-100	31	115	TRUE	763381	0.124997222	0.379632233	3226	497	8420	0.655291754	1	0.136872268	6.215051853	0.219492128	7	26440000	90
20220927 021624	binary	custom	TRUE	TRUE	FALSE	-100	31	370	TRUE	763381	0.041985823	0.295118547	2461	819	9467	0.768897125	3	7.522265276	39.14409039	0.302342307	15	26430000	70
20220927 031036	binary	custom	TRUE	TRUE	FALSE	-100	31	1013	TRUE	763381	0.00725411	0.786188407	2345	977	8587	0.842379525	782	0.028009209	71.74975182	0.201335019	4	26430000	123
20220927 030632	binary	custom	TRUE	TRUE	FALSE	-100	31	1621	TRUE	763381	0.009242383	0.710027604	2554	756	9735	0.869999065	499	0.120447494	76.80979149	0.037533128	3	26370000	121
20220927 033147	binary	custom	TRUE	TRUE	FALSE	-100	31	256	TRUE	763381	0.026022113	0.431393626	2425	771	9264	0.697394851	732	0.097587371	9.953707611	0.292770321	3	26360000	137
20220927 021704	binary	custom	TRUE	TRUE	FALSE	-100	31	187	TRUE	763381	0.0555288	0.38870801	2466	872	9550	0.836041956	63	0.157410432	42.43857516	0.053634061	13	26340000	71
20220927 033946	binary	custom	TRUE	TRUE	FALSE	-100	31	2793	TRUE	763381	0.005010104	0.851214326	1547	810	8409	0.857033119	639	2.164953616	79.9342361	0.101574324	2	26230000	140
20220927 024959	binary	custom	TRUE	TRUE	FALSE	-100	31	201	TRUE	763381	0.040741239	0.584319795	2330	555	8451	0.862860752	365	0.03406918	54.46570563	3.042876063	2	26140000	117
20220927 034138	binary	custom	TRUE	TRUE	FALSE	-100	31	264	TRUE	763381	0.075452345	0.571078034	2421	909	8463	0.75445971	850	0.258397088	75.92144804	0.739979733	1	26120000	143
20220927 034055	binary	custom	TRUE	TRUE	FALSE	-100	31	146	TRUE	763381	0.165481936	0.975852121	3515	93	8606	0.832429405	462	0.105062058	86.61071506	0.328606417	1	26070000	142
20220927 020740	binary	custom	TRUE	TRUE	FALSE	-100	31	223	TRUE	763381	0.034870852	0.307141132	1812	284	10497	0.749677952	138	12.81783794	13.78301981	0.178573338	14	26050000	60
20220927 021247	binary	custom	TRUE	TRUE	FALSE	-100	31	575	TRUE	763381	0.029856992	0.326262097	2814	827	10695	0.684492263	49	2.922631535	34.1928361	0.014963958	14	26050000	65
20220927 033048	binary	custom	TRUE	TRUE	FALSE	-100	31	381	TRUE	763381	0.048342811	0.608626344	2670	256	10098	0.668880088	853	0.259972309	52.41032113	0.216777346	9	26050000	136
20220927 032244	binary	custom	TRUE	TRUE	FALSE	-100	31	566	TRUE	763381	0.01908526	0.914750842	2436	908	8235	0.809312885	608	1.956117671	89.95283483	2.21577123	1	26010000	132
20220927 032402	binary	custom	TRUE	TRUE	FALSE	-100	31	531	TRUE	763381	0.034885259	0.383749653	1629	913	10963	0.734120458	787	9.078786668	25.02309409	0.029895803	12	2.60E+07	133
20220927 030033	binary	custom	TRUE	TRUE	FALSE	-100	31	2438	TRUE	763381	0.005556814	0.386826966	5872	473	7934	0.882207418	543	2.392472196	83.64431663	0.201008484	3	25980000	119
20220927 015431	binary	custom	TRUE	TRUE	FALSE	-100	31	179	TRUE	763381	0.03053356	0.454502431	711	347	9639	0.802559984	162	2.707430865	68.46235819	1.415642765	8	25930000	48
20220927 022104	binary	custom	TRUE	TRUE	FALSE	-100	31	150	TRUE	763381	0.084391991	0.744167713	3595	820	9372	0.692369633	9	8.807583721	55.64805826	0.184258429	4	25900000	76
20220927 022841	binary	custom	TRUE	TRUE	FALSE	-100	31	92	TRUE	763381	0.063810324	0.772182121	2115	250	9207	0.687662927	102	0.378481972	10.82837079	1.784854702	3	25830000	92
20220927 031633	binary	custom	TRUE	TRUE	FALSE	-100	31	137	TRUE	763381	0.150786113	0.627120643	2889	802	10448	0.592701488	827	0.189555363	92.87373417	0.231889214	10	25830000	125
20220927 023657	binary	custom	TRUE	TRUE	FALSE	-100	31	1147	TRUE	763381	0.012295252	0.592397203	7509	474	7891	0.722961446	65	0.454538675	24.81640667	0.224391205	2	25820000	105
20220927 032041	binary	custom	TRUE	TRUE	FALSE	-100	31	901	TRUE	763381	0.016547103	0.844682703	1770	760	8818	0.691567467	690	0.269465807	92.08170292	0.471388921	3	25810000	130
20220927 020835	binary	custom	TRUE	TRUE	FALSE	-100	31	138	TRUE	763381	0.062487286	0.56475791	2076	477	8756	0.760992037	400	3.283989674	82.57785144	1.044757645	15	25770000	62
20220927 021517	binary	custom	TRUE	TRUE	FALSE	-100	31	100	TRUE	763381	0.161745458	0.214168473	1957	587	10401	0.718455575	38	8.372111669	71.78998854	0.219431934	11	25760000	69
20220927 033203	binary	custom	TRUE	TRUE	FALSE	-100	31	64	TRUE	763381	0.124312464	0.269764855	1004	786	10464	0.643934449	751	0.285122465	24.54553813	1.108137983	10	25720000	138
20220927 022823	binary	custom	TRUE	TRUE	FALSE	-100	31	43	TRUE	763381	0.100429729	0.470850968	91	806	8986	0.677118687	23	0.039731636	7.682998391	0.859538772	7	25710000	91
